,PC1,PC2,PC3,PC4,PC5,PC6,Brand,Country
0,-0.6094843282037216,-0.3985111008472275,-0.7517121474153091,0.3852934724649145,0.22244806821505778,-0.16451926446025636,Shein,Indonesia
1,-0.20615991027297798,-0.36820014339143897,-0.45049043498588537,0.14677043099010992,-0.19327852258778552,-0.41724813026889057,Forever 21,Vietnam
2,-0.23948465296620627,1.1897556787077783,-0.5727754819259699,-2.2886950268652417,-0.15150881163545266,2.3325484630772557,Uniqlo,India
3,1.6536836605291465,0.5457900806072058,0.8689047109890093,-0.05878717790982913,-0.5140416047024648,1.5032636269736037,Forever 21,USA
4,1.1082613969806867,0.15868095608616867,-1.619010100222224,2.241198583009865,-1.0854995125536262,-0.40610623625185926,Zara,Indonesia
5,-0.8313490240038206,-0.11029335051799986,0.7966311809504409,-0.7081660570185899,-0.820290655532738,-0.5898785114520136,H&M,Indonesia
6,0.8386898941688623,0.45255695831083037,0.26035717510122736,-0.8953209843804235,0.015578615075675662,0.25415278797574375,Uniqlo,Indonesia
7,-0.08399788721056421,-1.2758019075901654,0.5281444191100214,0.1289815868710239,0.21455796937762095,-0.7262939542899695,H&M,Turkey
8,1.992706278496333,0.7851594236408872,1.3201050026760999,-0.2047561822634663,0.5633849093909341,0.6842812742404059,H&M,Vietnam
9,0.12490716401865841,-1.2095043875550038,0.6680397979879847,-0.16969253546255098,0.46130238094349035,-0.8625114224311129,Forever 21,Vietnam
10,1.20512562189526,-0.42407065744336925,2.8229188518746198,0.5317771843102025,-1.1425849033237099,-0.2595481194718464,Zara,Brazil
11,0.14944337627836765,0.992000830108166,0.7149259653071076,0.2720913329384206,0.5675438745290808,1.628327929028581,Shein,Bangladesh
12,-0.3382489756975608,0.08157354419133803,1.2634163087478345,1.5943438735098046,0.406204498871672,0.05899061385197776,Forever 21,Turkey
13,2.2818339638515055,0.47163581120762677,-0.17310814944710484,0.7146767251289581,-0.2117136448393404,-0.9201551402714241,H&M,China
14,-0.5878513824021442,-0.5886062573849993,0.6048240226495447,-0.3965716223315262,1.84170866729171,1.5796210171100467,Forever 21,Brazil
15,1.2636501969377043,1.2706191518829848,-0.3465398309267623,1.1656813502655423,2.371649717546575,-0.850198565142052,Shein,Bangladesh
16,0.5532182861981222,1.6268496174915446,0.43366184688931186,-0.47366139457059064,-0.7103608095661041,0.582470640432449,Forever 21,Germany
17,0.07016131132949402,-2.4459436565377786,1.7936458949603853,-0.1483151302066113,-0.3125348215696876,0.8082366477408608,Forever 21,UK
18,0.755341996623033,0.47217757372124947,1.1574870446435903,0.9271775472738389,0.9032722247324274,0.6102650437322134,Forever 21,Vietnam
19,1.2099839129394252,1.8152884717573186,0.09665612122929,0.6494309349239702,-1.397415315254758,1.1054606204759798,Forever 21,USA
20,1.8092698226392174,-0.8494670113753615,0.04615950793886372,0.05769007734836193,-0.5034738844287902,-0.2857297361661026,Zara,India
21,-1.1024354761169808,0.7864911123216858,-0.2740071544210917,1.0352696206593863,-0.11010939087152972,0.10010005447864624,Shein,Indonesia
22,-1.5670312665583563,-0.023704639850885903,2.3266308940224776,-0.9711653660016695,1.4882662092825587,-0.9534593540798155,Shein,UK
23,0.6350978987431499,-0.38944356984078715,0.11532416860375913,1.0997685339733665,1.246087577651242,1.131173178018383,Zara,Bangladesh
24,-1.0479059364163335,-0.07333606931691525,1.1242048829956022,1.2267627114716468,0.012987658847794077,0.29998680709214043,Shein,USA
25,-0.05700273051261318,0.5404501126679343,0.7247069935450484,1.2205170897683364,0.42340267124372966,1.5942683217113198,Forever 21,Vietnam
26,0.05225531388722377,-0.5404328560042004,0.266936663356607,-1.520491737366871,1.2305369038733907,1.2161168630235522,Shein,India
27,-0.44352677077156916,-1.1638083247956081,1.3261409161979372,-1.8526812701840332,-0.8481712161708026,-0.10061555542461421,Uniqlo,Vietnam
28,-1.1030279688351117,0.5368493046187434,-0.42552453824548203,-0.7493558235605348,0.12193686534846931,0.9889054400559282,Forever 21,Indonesia
