,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,Brand,Country,Year
0,-0.7020331063781122,0.40569395310523554,1.7152741682641237,0.6843582773901977,0.08893625988567555,0.06546882674224153,0.6549649311469157,-0.2724854382417299,-0.9358003384255407,-1.950505013501214,0.5944885082029923,-0.31952648257508404,Shein,Indonesia,2017
1,-0.25331413765537686,-1.1231786902253036,1.0183035457997018,0.3366104782428071,-0.18809220966570458,0.4637299798547037,-0.5322097361390729,1.546427183064531,-0.2170143698913842,-0.1743501988635984,-0.4203047073157547,-1.6024749199963317,Forever 21,Vietnam,2024
2,-0.4844242399158948,0.08824182432625007,0.12366037668760856,-0.5911716057899508,-1.9434864434377879,0.31017087712087293,2.825280901832862,1.3082050749032657,0.0388880553726326,-0.11786408111523893,-0.33817848305396964,0.0825371907556073,Uniqlo,India,2024
3,1.4695254520630987,0.5940967404152263,0.5817701583853456,-0.3357517157627712,0.47135718497061635,0.08438496014697981,1.4903389441602433,1.7893400800497605,-0.034721729222787844,-0.8397285271530226,0.4133433815073205,-0.597187910438016,Forever 21,USA,2017
4,1.1683838247350835,0.2646832986075637,0.8306281951319132,1.1093716718314521,-0.3345406369483616,-1.5276502078573486,-2.2164161249662677,-0.1945530858229347,1.4276015607249513,0.5802237742451763,-1.0920859542244887,-0.6616903285184083,Zara,Indonesia,2016
5,0.01315379142465362,-1.529759573902916,-1.433744882137451,1.3327507443101543,0.06618685913360971,0.5425995590122817,0.45262328795422646,-0.19841913789894164,-0.8022314563850407,-0.08956396057349994,0.29672709642476297,-0.9778031785545522,H&M,Indonesia,2017
6,0.9537160890548149,0.3733206224628116,-1.2590428988999014,-0.6901323385072498,-0.49080382087815055,-0.2776127014240236,0.3600798623790673,-0.7082481512046983,-0.3667535411400881,0.7918288205989147,-0.14052006612381124,-0.6205857403986078,Uniqlo,Indonesia,2018
7,0.13446621186718424,-0.9738723886884967,0.7075631408458818,0.33529149305095857,1.0481033574038545,0.6103720463209663,-0.03723230111032082,0.36807981398854195,-0.03803947749273814,-0.657782288143846,0.6408935055792442,-0.5874535099742761,H&M,Turkey,2021
8,1.7174129323183642,0.6805061129896021,-0.40385959849773323,-1.21257892501054,0.5154112049772184,0.8439849040604138,0.42868208501022764,0.6985279503642166,0.7983158007994349,-0.024409511651203048,0.47933026240535637,-2.03590315349905,H&M,Vietnam,2023
9,0.27440491032074277,-0.7480488899819216,-0.48242871486329225,-0.38673347294090343,0.9035179138095044,-0.016275554407468654,-0.46308039551259605,-1.459022287705461,0.3274597800576105,-0.17830788818365262,0.39688765030178264,0.9579504641069336,Forever 21,Vietnam,2016
10,1.5755895513571947,-1.540190092494877,-1.609176499170103,0.06479956219486463,2.095949685145501,0.4556775708835157,-0.8766549015448935,1.8045900219423217,2.1424840280007014,-0.4231700160821208,0.29085049951264946,-0.11162061450949742,Zara,Brazil,2022
11,-0.28616343291790153,2.133277020932485,0.8384203880545339,-0.7830620449298394,0.6039295874383793,-0.24245739469975858,1.1661752521587718,0.671249612847388,-1.4978608137830676,0.6814698731485848,-1.1569786508743722,-1.6508468010724593,Shein,Bangladesh,2016
12,0.2112999432980987,0.5439287026366717,-0.31547262787960123,1.296265547938246,1.742907421995541,0.8069523026908934,0.10521971880938752,-0.689989899527928,0.6211707519846276,-0.05642149528204938,0.40126390445593324,1.2787741165710622,Forever 21,Turkey,2016
13,1.9459142499992457,1.0217534666754469,0.24575691773437497,-0.7969130534023477,-0.015016677714236702,-0.8394907383876135,-1.5513120768110524,-0.48555816526197515,-0.34171996843020824,-1.046773391954317,-0.4924615690167336,-0.8343846868735156,H&M,China,2017
14,-1.18553624606459,0.704603060284758,-0.5245743202826614,-2.113828529895936,0.7145447430637769,-0.3025392069177518,0.8243064340802216,-1.6830079336306218,0.9882844662190448,0.8681151503182559,-0.26636482346955387,1.0126538119734732,Forever 21,Brazil,2015
15,1.0980366329428515,1.801650881905612,2.7311807689208885,0.3341773679367562,0.17226064516615097,2.8049913501119317,-0.14804982663264302,0.27768892538488116,-0.09118937281642489,-2.5629991587307352,-0.033520780292535156,-0.19643704437368048,Shein,Bangladesh,2016
16,0.6837255618697653,0.3290600699455759,-1.2780686899670344,0.04270364571480156,-0.8068119618961446,0.049246739283768326,0.15624214765744432,0.655370427051024,0.23738424592491938,0.24296143473714796,-0.43388148038907925,-0.8069742003147561,Forever 21,Germany,2022
17,-0.48588297753757886,-1.2669924773478352,-0.1813342960489802,-1.6150422939907356,2.279301783943047,-1.048132083035286,0.5569290774300893,0.5006622588778357,0.6978662447179868,0.2647167950131432,1.3812486949389673,-0.9264989243587004,Forever 21,UK,2020
18,0.7635909714783676,1.0660948909235484,0.040170852276369386,-0.099837548786081,1.2273180452493386,1.0680749694215441,0.5070081168869585,0.31250145393396006,0.9354628814860303,-1.6796417670573296,-0.8800999524831267,0.23785070083856866,Forever 21,Vietnam,2023
19,1.8442326040459907,1.803049573713058,-0.21450676800612967,1.7414591548240512,-0.31884576458147834,-0.08771963363760608,1.2836632078601262,1.2297948356205934,-0.018124692167403658,0.3095292664493683,0.632842400995192,0.7573538618015291,Forever 21,USA,2021
20,1.634228805764906,-0.8962374027163806,0.5687660888451977,-0.4554996351703576,0.3161344533285111,-0.3130740241235823,-0.3077590764039844,0.5665297833210953,-0.37609805185013867,0.9982971786939211,0.586384004769068,0.5227062536678074,Zara,India,2017
21,-0.8116855799281242,1.591103615060371,-0.10896081954543045,1.1391808280277747,0.13701603769671447,-0.263704186981384,0.11646144423905092,-0.3082945527654532,-0.8466226176205581,-0.9317662972744616,-1.4680465573724717,0.8627663597024424,Shein,Indonesia,2020
22,-2.240624766844724,0.6635258813935511,-0.983364479864421,-2.1173102358835107,1.3733535468883016,1.057307785852576,-0.3329736755652022,0.021702419342824804,-1.5611302948500136,-0.6240278265834095,0.43221951403850734,-1.2829997486278528,Shein,UK,2016
23,0.3925104696982166,0.6447517765197176,0.4884764450269552,-0.7201617187355791,0.9487453809795915,-0.2048998644294648,0.10498297169445363,-1.0859499644294064,0.5625511753171624,0.6599167332694347,-1.4081614621317866,-0.8526575470838551,Zara,Bangladesh,2021
24,-0.7716812326572743,0.8837776582558434,0.6697088967821482,1.1041694376186098,1.7119199138197376,0.20325894334472216,0.5291283108801402,0.34084231632145967,-0.23266790284970854,-2.224101932182193,-1.0880438569447741,-1.2074553809161297,Shein,USA,2020
25,0.09277136426084903,1.246177710683611,0.1395017549893106,0.5043049059513003,1.1010873541426986,-0.017712608355321412,1.0292109960291769,-0.33243004674436377,-0.4265388293067302,0.9456061082896128,-1.3710195475707763,-1.0020991350524273,Forever 21,Vietnam,2017
